name,description,cpf,online,duration,unit,level,degree,category,subcategory,organism,cities,price
Word Perfectionnement,"Saisir, modifier et mettre en forme des documents contenant du texte. Mettre en page et imprimer un document.",checked,online,2,Day,"Être à l'aise avec son environnement de travail Windows ou Mac OS. Avoir suivi la formation Word Initiation ou posséder les connaissances équivalentes.
Avoir suivi Word Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation : Utilisation d'un logiciel de traitement de texte (ICDL - PCIE),Informatique,Word,Ziggourat Formation,"A distance, Paris",550
WordPress : concevoir un thème,Identifier les principes de bases des langages informatiques de balisage et de présentation des documents avec de créer des pages personnalisées sur un système de gestion de contenus.,checked,online,2,Day,"Avoir une bonne connaissance générale du CMS WordPress et des langages HTML et CSS.
Avoir suivi WordPress : construire un site - Initiation et WordPress : construire un site - Les bases",Vous avez la possibilité de passer une certification à l’issue de votre formation :  Utilisation d’un logiciel d’édition de site web (ICDL-PCIE),Informatique,WordPress,Ziggourat Formation,"A distance, Paris",1000
WordPress : construire un site - Initiation,Identifier les bases de la conception éditoriale et technique d'un site de gestion de contenu.,checked,online,5,Day,Être à l'aise avec l'utilisation d'Internet et son environnement informatique. Une connaissance en conception et gestion de projet Web ou de l'environnement de type CMS est un plus.,Vous avez la possibilité de passer une certification à l’issue de votre formation : Utilisation d’un logiciel d’édition de site web (ICDL-PCIE),Informatique,WordPress,Ziggourat Formation,"A distance, Paris",1900
WordPress : construire un site - Les bases,Identifier les bases de la conception éditoriale et technique d'un site de gestion de contenu.,checked,online,3,Day,Être à l'aise avec l'utilisation d'Internet et son environnement informatique. Une connaissance en conception et gestion de projet Web ou de l'environnement de type CMS est un plus.,Vous avez la possibilité de passer une certification à l’issue de votre formation : Utilisation d’un logiciel d’édition de site web (ICDL-PCIE),Informatique,WordPress,Ziggourat Formation,"A distance, Paris",1400
WordPress : créer un template personnalisé,Créer un gabarit dynamique pour un système de gestion de contenu.,checked,online,2,Day,"Bonnes notions du HTML/CSS : mise en page d'un site intégralement en CSS. Être familier de l'interface WordPress et avoir des bases en PHP.
Avoir suivi PHP et MySQL Initiation, HTML5/CSS3 Initiation et WordPress : construire un site - Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation : Utilisation d’un logiciel d’édition de site web (ICDL-PCIE),Informatique,WordPress,Ziggourat Formation,"A distance, Paris",0
WordPress : développer des plugins,Concevoir un module d'extension à greffer sur un système de gestion de contenus.,checked,online,3,Day,"Une connaissance de PHP, de WordPress et son administration sont indispensables pour suivre cette formation.
Avoir suivi HTML5/CSS3 Initiation, WordPress : construire un site - Initiation et PHP et MySQL Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation :  Utilisation d’un logiciel d’édition de site web (ICDL-PCIE),Informatique,WordPress,Ziggourat Formation,"A distance, Paris",1400
WordPress : référencement et SEO,Optimiser du contenu sur un CMS.,checked,online,2,Day,"Être à l'aise avec l'utilisation d'Internet et son environnement informatique. Une connaissance en conception et gestion de projet Web ou de l'environnement de type CMS est un plus.
Avoir suivi WordPress : construire un site - Les bases et WordPress : construire un site - Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation : Utilisation d’un logiciel d’édition de site web (ICDL-PCIE),Informatique,WordPress,Ziggourat Formation,"A distance, Paris",1000
WordPress : utiliser les plugins,Utiliser un module ou des modules d'extension à greffer sur un système de gestion de contenus.,checked,online,3,Day,"Être à l'aise avec l'utilisation d'Internet et son environnement informatique. Utiliser WordPress ou avoir suivi la formation Construire un site WordPress.
Avoir suivi WordPress : construire un site - Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation : Utilisation d’un logiciel d’édition de site web (ICDL-PCIE),Informatique,WordPress,Ziggourat Formation,"A distance, Paris",1400
WordPress et ecommerce avec WooCommerce,"Administrer, gérer et promouvoir un site commerce en ligne.",checked,online,2,Day,"Être à l'aise avec l'utilisation d'Internet et son environnement informatique. Utiliser WordPress ou avoir suivi la formation Construire un site WordPress.
Avoir suivi WordPress : construire un site - Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation : Utilisation d’un logiciel d’édition de site web (ICDL-PCIE),Informatique,WordPress,Ziggourat Formation,"A distance, Paris",1000
CAP Cuisine - Alternance,"<p>En formation cuisine, on se forme aux bases de la cuisine : la pr&eacute;paration des ingr&eacute;dients (l&eacute;gumes, viandes et poissons notamment), les techniques de cuisson mais aussi, la confection des plats et le dressage.&nbsp;A l&rsquo;issue de sa formation, il est en mesure de concevoir un menu.</p>
<p>Ma&icirc;tre de sa cuisine, il doit travailler dans le respect des normes d&rsquo;hygi&egrave;ne et de s&eacute;curit&eacute;, tout en veillant &agrave; bien entretenir son poste. L&rsquo;environnement professionnel exige une bonne r&eacute;sistance physique et une capacit&eacute; d&rsquo;adaptation car les contraintes horaires sont fortes.</p>",checked,face to face,2,Year,"Maîtriser les savoirs de base, Comprendre des consignes écrites et orales, Posséder les acquis de base en calculs (4 opérations, proportions).",CAP Cuisine (diplôme de niveau 3),Hôtellerie-Restauration,,Infa,"Gouvieux Chantilly, Lormont, Montpellier",0
Cuisiner(ère) de restaurant - Titre professionnel,"<p>En formation cuisine, on se forme aux bases de la cuisine : la pr&eacute;paration des ingr&eacute;dients (l&eacute;gumes, viandes et poissons notamment), les techniques de cuisson mais aussi, la confection des plats et le dressage.&nbsp;A l&rsquo;issue de sa formation, il est en mesure de concevoir un menu.</p>
<p>Ma&icirc;tre de sa cuisine, il doit travailler dans le respect des normes d&rsquo;hygi&egrave;ne et de s&eacute;curit&eacute;, tout en veillant &agrave; bien entretenir son poste. L&rsquo;environnement professionnel exige une bonne r&eacute;sistance physique et une capacit&eacute; d&rsquo;adaptation car les contraintes horaires sont fortes.</p>",checked,face to face,1,Year,"Maîtriser les savoirs de base, Comprendre des consignes écrites et orales, Posséder les acquis de base en calculs (4 opérations, proportions).",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,"Lormont, Carcans",0
Cuisiner(ère) - CQP,"<p>En formation cuisine, on se forme aux bases de la cuisine : la pr&eacute;paration des ingr&eacute;dients (l&eacute;gumes, viandes et poissons notamment), les techniques de cuisson mais aussi, la confection des plats et le dressage.&nbsp;A l&rsquo;issue de sa formation, il est en mesure de concevoir un menu.</p>
<p>Ma&icirc;tre de sa cuisine, il doit travailler dans le respect des normes d&rsquo;hygi&egrave;ne et de s&eacute;curit&eacute;, tout en veillant &agrave; bien entretenir son poste. L&rsquo;environnement professionnel exige une bonne r&eacute;sistance physique et une capacit&eacute; d&rsquo;adaptation car les contraintes horaires sont fortes.</p>",,face to face,1,Year,"Savoir lire et écrire, Maîtriser les savoirs de base, Comprendre des consignes écrites et orales, S'exprimer correctement à l'oral, Avoir une expérience confirmé dans la restauration (en tant que commis de cuisine)",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,Lormont,0
CAP Patisser(ère) - Alternance,"<p>Le P&acirc;tissier pr&eacute;pare les p&acirc;tisseries et organise leur fabrication. Il sait g&eacute;rer les stocks de produits, fabriquer diff&eacute;rentes p&acirc;tes (bris&eacute;e, sabl&eacute;e, etc.), des garnitures (cr&egrave;me p&acirc;tissi&egrave;re, sabayon ou autre).</p>
<p>Egalement artiste, il fait preuve d&rsquo;habilet&eacute; et de dext&eacute;rit&eacute; et ma&icirc;trise l'esth&eacute;tique de ses r&eacute;alisations : d&eacute;corer les desserts, les pr&eacute;senter et les d&eacute;crire &agrave; son &eacute;quipe et sa client&egrave;le afin de d&eacute;clencher l'achat. Sp&eacute;cialiste des desserts, le p&acirc;tissier r&eacute;alise des g&acirc;teaux et entremets au quotidien mais &eacute;galement pour de grandes occasions.&nbsp;</p>
<p>Selon le secteur d&rsquo;activit&eacute;, le p&acirc;tissier peut &ecirc;tre amen&eacute; &agrave; travailler en horaires d&eacute;cal&eacute;s, en fin de semaine et les jours f&eacute;ri&eacute;s. Il s&rsquo;adapte aux diff&eacute;rents postes (tour, entremets, cuissons&hellip;) selon la structure de l&rsquo;entreprise.</p>
<p>Parfois, le p&acirc;tissier fait &eacute;galement des chocolats, des confiseries, des glaces, voir m&ecirc;me des produits sal&eacute;s.</p>",checked,face to face,2,Year,"Maîtriser les savoirs de base, Comprendre des consignes écrites et orales, Posséder les acquis de base en calculs (4 opérations, proportions).",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,"Gouvieux Chantilly, Montpellier",0
CAP Boulanger(ère) - Alternance,"<p>V&eacute;ritable embl&egrave;me culturel et fiert&eacute; fran&ccedil;aise, le pain et notamment la baguette font partie du quotidien de tous. Il existe de nombreuses boulangeries dans tout l&rsquo;Hexagone qui emploient des boulangers, mais pas seulement. Ces commerces de proximit&eacute; se sont diversifi&eacute;s et proposent en plus de la traditionnelle baguette, des viennoiseries, des chocolats, des glaces, des p&acirc;tisseries, des plats sal&eacute;s, etc. Le boulanger peut d&rsquo;ailleurs avoir une double comp&eacute;tence et ma&icirc;triser la fabrication de p&acirc;tisseries ou de chocolats pour en proposer &agrave; ses clients.</p>
<p>Avec 32 000 entreprises et pr&egrave;s de 200 000 salari&eacute;s, la boulangerie-p&acirc;tisserie se classe au premier rang des entreprises du commerce de d&eacute;tail alimentaire en France !</p>",checked,face to face,2,Year,"Maîtriser les savoirs de base, Comprendre des consignes écrites et orales, Posséder les acquis de base en calculs (4 opérations, proportions).",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,Gouvieux Chantilly,0
Serveur en restauration - Titre professionnel en alternance,"<p>Le m&eacute;tier de serveur peut varier d&rsquo;un &eacute;tablissement &agrave; un autre en fonction de l&rsquo;organisation de celui-ci. De mani&egrave;re g&eacute;n&eacute;rale, il pr&eacute;sente le menu, prend la commande, va chercher en cuisine les plats, sert les boissons, d&eacute;barrasse, pr&eacute;sente l'addition, et encaisse.&nbsp;</p>
<p>Le serveur assure un service de qualit&eacute; en ex&eacute;cutant rapidement et avec habilet&eacute; les gestes du service, en respectant les r&egrave;gles en vigueur mais &eacute;galement en assurant une relation de qualit&eacute; avec le client en &eacute;tant aimable et attentif &agrave; ses demandes.</p>",checked,face to face,1,Year,"Avoir des notions d'anglais, Comprendre des consignes écrites et orales, Posséder les acquis de base en calculs (4 opérations, proportions)",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,"Montpellier, Carcans, Pau",0
Serveur en restauration - Titre professionnel,"<p>Le m&eacute;tier de serveur peut varier d&rsquo;un &eacute;tablissement &agrave; un autre en fonction de l&rsquo;organisation de celui-ci. De mani&egrave;re g&eacute;n&eacute;rale, il pr&eacute;sente le menu, prend la commande, va chercher en cuisine les plats, sert les boissons, d&eacute;barrasse, pr&eacute;sente l'addition, et encaisse.&nbsp;</p>
<p>Le serveur assure un service de qualit&eacute; en ex&eacute;cutant rapidement et avec habilet&eacute; les gestes du service, en respectant les r&egrave;gles en vigueur mais &eacute;galement en assurant une relation de qualit&eacute; avec le client en &eacute;tant aimable et attentif &agrave; ses demandes.</p>",checked,face to face,1,Year,"Avoir des notions d'anglais, Comprendre des consignes écrites et orales, Posséder les acquis de base en calculs (4 opérations, proportions)",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,Gouvieux Chantilly,0
"CAP Serveur en café, Hôtel, restaurant","<p>Le m&eacute;tier de serveur peut varier d&rsquo;un &eacute;tablissement &agrave; un autre en fonction de l&rsquo;organisation de celui-ci. De mani&egrave;re g&eacute;n&eacute;rale, il pr&eacute;sente le menu, prend la commande, va chercher en cuisine les plats, sert les boissons, d&eacute;barrasse, pr&eacute;sente l'addition, et encaisse.&nbsp;</p>
<p>Le serveur assure un service de qualit&eacute; en ex&eacute;cutant rapidement et avec habilet&eacute; les gestes du service, en respectant les r&egrave;gles en vigueur mais &eacute;galement en assurant une relation de qualit&eacute; avec le client en &eacute;tant aimable et attentif &agrave; ses demandes.</p>",checked,face to face,2,Year,"Maîtrise des savoirs de base, Comprendre des consignes écrites et orales, Posséder les acquis de base en calculs (4 opérations, proportions).",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,Gouvieux Chantilly,0
Cuisiner(ère) de restaurant - Titre professionnel,"<p>En formation cuisine, on se forme aux bases de la cuisine : la pr&eacute;paration des ingr&eacute;dients (l&eacute;gumes, viandes et poissons notamment), les techniques de cuisson mais aussi, la confection des plats et le dressage.&nbsp;A l&rsquo;issue de sa formation, il est en mesure de concevoir un menu.</p>
<p>Ma&icirc;tre de sa cuisine, il doit travailler dans le respect des normes d&rsquo;hygi&egrave;ne et de s&eacute;curit&eacute;, tout en veillant &agrave; bien entretenir son poste. L&rsquo;environnement professionnel exige une bonne r&eacute;sistance physique et une capacit&eacute; d&rsquo;adaptation car les contraintes horaires sont fortes.</p>",checked,face to face,9,Month,"Maîtriser les savoirs de base, Comprendre des consignes écrites et orales, Posséder les acquis de base en calculs (4 opérations, proportions).",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,"Lormont, Carcans, Montalivet",0
Serveur en restauration - Titre professionnel en alternance,"<p>Le m&eacute;tier de serveur peut varier d&rsquo;un &eacute;tablissement &agrave; un autre en fonction de l&rsquo;organisation de celui-ci. De mani&egrave;re g&eacute;n&eacute;rale, il pr&eacute;sente le menu, prend la commande, va chercher en cuisine les plats, sert les boissons, d&eacute;barrasse, pr&eacute;sente l'addition, et encaisse.&nbsp;</p>
<p>Le serveur assure un service de qualit&eacute; en ex&eacute;cutant rapidement et avec habilet&eacute; les gestes du service, en respectant les r&egrave;gles en vigueur mais &eacute;galement en assurant une relation de qualit&eacute; avec le client en &eacute;tant aimable et attentif &agrave; ses demandes.</p>",checked,face to face,12,Month,"Avoir des notions d'anglais, Comprendre des consignes écrites et orales, Posséder les acquis de base en calculs (4 opérations, proportions)",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,"Montpellier, Carcans, Pau",0
Serveur en restauration - Titre professionnel,"<p>Le m&eacute;tier de serveur peut varier d&rsquo;un &eacute;tablissement &agrave; un autre en fonction de l&rsquo;organisation de celui-ci. De mani&egrave;re g&eacute;n&eacute;rale, il pr&eacute;sente le menu, prend la commande, va chercher en cuisine les plats, sert les boissons, d&eacute;barrasse, pr&eacute;sente l'addition, et encaisse.&nbsp;</p>
<p>Le serveur assure un service de qualit&eacute; en ex&eacute;cutant rapidement et avec habilet&eacute; les gestes du service, en respectant les r&egrave;gles en vigueur mais &eacute;galement en assurant une relation de qualit&eacute; avec le client en &eacute;tant aimable et attentif &agrave; ses demandes.</p>",checked,face to face,12,Month,"Avoir des notions d'anglais, Comprendre des consignes écrites et orales, Posséder les acquis de base en calculs (4 opérations, proportions)",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,Gouvieux Chantilly,0
Réceptionniste en hôtellerie - Titre professionnel,"<p>Vous assurez l&rsquo;accueil des clients et leur fournissez des informations afin que leur s&eacute;jour se d&eacute;roule dans d&rsquo;excellentes conditions. Vous vous occupez de t&acirc;ches administratives telles que la r&eacute;servation des chambres, la facturation des services et la comptabilit&eacute; journali&egrave;re et commerciale.</p>
<p>Vous avez aussi un r&ocirc;le de coordination entre les autres services de l&rsquo;h&ocirc;tel/de l&rsquo;&eacute;tablissement et les clients. Le m&eacute;tier de R&eacute;ceptionniste vous pr&eacute;pare &agrave; des missions li&eacute;es &agrave; la r&eacute;ception, la r&eacute;servation, la caisse et l&rsquo;information de la client&egrave;le.</p>
<p>Lors de votre activit&eacute;, vos connaissances en langues vous permettront d'accueillir une client&egrave;le &eacute;trang&egrave;re. Vous respecterez &eacute;galement les proc&eacute;dures et consignes de s&eacute;curit&eacute; en vigueur au sein de l'&eacute;tablissement. Le poste de r&eacute;ceptionniste peut s&rsquo;exercer sous le contr&ocirc;le d&rsquo;un sup&eacute;rieur hi&eacute;rarchique &agrave; la r&eacute;ception d&rsquo;un h&ocirc;tel ou d&rsquo;un &eacute;tablissement d&rsquo;h&eacute;bergement touristique.</p>",checked,face to face,7,Month,"Savoir lire et écrire, Comprendre des consignes écrites et orales,
En anglais : niveau B1 du référentiel européen CECRL, En bureautique : savoir de base en informatique",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,"Nevers, Gouvieux Chantilly, Bordeaux",0
Réceptionniste en hôtellerie - Titre professionnel en alternance,"<p>Vous assurez l&rsquo;accueil des clients et leur fournissez des informations afin que leur s&eacute;jour se d&eacute;roule dans d&rsquo;excellentes conditions. Vous vous occupez de t&acirc;ches administratives telles que la r&eacute;servation des chambres, la facturation des services et la comptabilit&eacute; journali&egrave;re et commerciale.</p>
<p>Vous avez aussi un r&ocirc;le de coordination entre les autres services de l&rsquo;h&ocirc;tel/de l&rsquo;&eacute;tablissement et les clients. Le m&eacute;tier de R&eacute;ceptionniste vous pr&eacute;pare &agrave; des missions li&eacute;es &agrave; la r&eacute;ception, la r&eacute;servation, la caisse et l&rsquo;information de la client&egrave;le.</p>
<p>Lors de votre activit&eacute;, vos connaissances en langues vous permettront d'accueillir une client&egrave;le &eacute;trang&egrave;re. Vous respecterez &eacute;galement les proc&eacute;dures et consignes de s&eacute;curit&eacute; en vigueur au sein de l'&eacute;tablissement. Le poste de r&eacute;ceptionniste peut s&rsquo;exercer sous le contr&ocirc;le d&rsquo;un sup&eacute;rieur hi&eacute;rarchique &agrave; la r&eacute;ception d&rsquo;un h&ocirc;tel ou d&rsquo;un &eacute;tablissement d&rsquo;h&eacute;bergement touristique.</p>",checked,face to face,12,Month,"Savoir lire et écrire, Comprendre des consignes écrites et orales,
En anglais : niveau B1 du référentiel européen CECRL, En bureautique : savoir de base en informatique",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,"Montpellier, Carcans",0
Réceptionniste - CQP,"<p>Vous assurez l&rsquo;accueil des clients et leur fournissez des informations afin que leur s&eacute;jour se d&eacute;roule dans d&rsquo;excellentes conditions. Vous vous occupez de t&acirc;ches administratives telles que la r&eacute;servation des chambres, la facturation des services et la comptabilit&eacute; journali&egrave;re et commerciale.</p>
<p>Vous avez aussi un r&ocirc;le de coordination entre les autres services de l&rsquo;h&ocirc;tel/de l&rsquo;&eacute;tablissement et les clients. Le m&eacute;tier de R&eacute;ceptionniste vous pr&eacute;pare &agrave; des missions li&eacute;es &agrave; la r&eacute;ception, la r&eacute;servation, la caisse et l&rsquo;information de la client&egrave;le.</p>
<p>Lors de votre activit&eacute;, vos connaissances en langues vous permettront d'accueillir une client&egrave;le &eacute;trang&egrave;re. Vous respecterez &eacute;galement les proc&eacute;dures et consignes de s&eacute;curit&eacute; en vigueur au sein de l'&eacute;tablissement. Le poste de r&eacute;ceptionniste peut s&rsquo;exercer sous le contr&ocirc;le d&rsquo;un sup&eacute;rieur hi&eacute;rarchique &agrave; la r&eacute;ception d&rsquo;un h&ocirc;tel ou d&rsquo;un &eacute;tablissement d&rsquo;h&eacute;bergement touristique.</p>",checked,face to face,5,Month,"Lire et comprendre des écrits en langue française, S'exprimer correctement, La pratique de l'anglais est un plus.",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Hôtellerie-Restauration,,Infa,Dax,0
BTS Manager en hôtellerie restauration - Alternance,"<p>Le.la titulaire d&rsquo;un Brevet de Technicien.ne Sup&eacute;rieur &laquo; Management en h&ocirc;tellerie et restauration (MHR) &raquo; intervient dans le secteur de l&rsquo;h&ocirc;tellerie, de la restauration et des activit&eacute;s de loisirs pour produire des services et encadrer les &eacute;quipes. Selon l&rsquo;option du BTS, il.elle r&eacute;alise des activit&eacute;s dans les domaines de la restauration, de la production culinaire ou de l&rsquo;h&eacute;bergement.&nbsp;</p>
<p>Il.Elle a vocation &agrave; encadrer des &eacute;quipes plus ou moins importantes selon le type d&rsquo;entreprise. Apr&egrave;s une ou plusieurs exp&eacute;riences professionnelles r&eacute;ussies, il.elle a la possibilit&eacute; de cr&eacute;er ou reprendre une entreprise dans son domaine ou de prendre plus de responsabilit&eacute;s dans son organisation.</p>",checked,face to face,2,Year,"Baccalauréat Technologique STHR, Baccalauréat Professionnel Commercialisation et Services en Restauration,  Baccalauréat Professionnel Cuisine. Pour les autres bacheliers, le passage par une année préalable de mise à niveau est obligatoire ou justifier d'un an d'expérience dans le domaine professionnel visé. Anglais: Niveau B1 du référentiel Européen CECRL",BTS,Hôtellerie-Restauration,,Infa,Gouvieux Chantilly,0
Aide-Soignant - Diplôme d'Etat,"<p>L&rsquo;aide-soignant accompagne et r&eacute;alise des soins essentiels de la vie quotidienne, adapt&eacute;s &agrave; l&rsquo;&eacute;volution de l&rsquo;&eacute;tat clinique et visant &agrave; identifier les situations &agrave; risque. Son r&ocirc;le s&rsquo;inscrit dans une approche globale de la personne et prend en compte la dimension relationnelle des soins ainsi que la communication avec les autres professionnels, les apprenants et les aidants.&nbsp;</p>
<p>L&rsquo;aide-soignant travaille au sein d&rsquo;une &eacute;quipe pluridisciplinaire intervenant dans les services de soins ou r&eacute;seaux de soins des structures sanitaires, m&eacute;dico-sociales ou sociales notamment dans le cadre d&rsquo;hospitalisation ou d&rsquo;h&eacute;bergement continus ou discontinus en structure ou &agrave; domicile.</p>",checked,face to face,11,Month,"Etre âgé(e) de 17 ans au moins à la date d'entrée en formation, Maîtrise de la langue française écrit et oral (Niveau B2), Fournir à la date de la rentrée, un certificat médical d'aptitude physique et psychologique",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,Champs-sur-Marne,0
Aide-Soignant - Diplôme d'Etat en alternance,"<p>L&rsquo;aide-soignant accompagne et r&eacute;alise des soins essentiels de la vie quotidienne, adapt&eacute;s &agrave; l&rsquo;&eacute;volution de l&rsquo;&eacute;tat clinique et visant &agrave; identifier les situations &agrave; risque. Son r&ocirc;le s&rsquo;inscrit dans une approche globale de la personne et prend en compte la dimension relationnelle des soins ainsi que la communication avec les autres professionnels, les apprenants et les aidants.&nbsp;</p>
<p>L&rsquo;aide-soignant travaille au sein d&rsquo;une &eacute;quipe pluridisciplinaire intervenant dans les services de soins ou r&eacute;seaux de soins des structures sanitaires, m&eacute;dico-sociales ou sociales notamment dans le cadre d&rsquo;hospitalisation ou d&rsquo;h&eacute;bergement continus ou discontinus en structure ou &agrave; domicile.</p>",checked,face to face,18,Month,"Etre âgé(e) de 17 ans au moins à la date d'entrée en formation, Maîtrise de la langue française écrit et oral (Niveau B2), Fournir à la date de la rentrée, un certificat médical d'aptitude physique et psychologique",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,Champs-sur-Marne,0
Auxiliaire de puériculture - Diplôme d'Etat (DEAP),"<p>L&rsquo;auxiliaire de pu&eacute;riculture r&eacute;alise des activit&eacute;s d&rsquo;&eacute;veil et des soins adapt&eacute;s &agrave; l&rsquo;&eacute;volution de l&rsquo;&eacute;tat clinique visant au bien-&ecirc;tre, &agrave; l&rsquo;autonomie et au d&eacute;veloppement de l&rsquo;enfant. Son r&ocirc;le s&rsquo;inscrit dans une approche globale de l&rsquo;enfant et prend en compte la dimension relationnelle des soins ainsi que la communication avec la famille dans le cadre du soutien &agrave; la parentalit&eacute;, les autres professionnels, les apprenants et les aidants.&nbsp;</p>
<p>L&rsquo;auxiliaire de pu&eacute;riculture participe &agrave; l&rsquo;accueil et &agrave; l&rsquo;int&eacute;gration sociale d&rsquo;enfants porteurs de handicap, atteints de pathologies chroniques ou en situation de risque d&rsquo;exclusion ou de maltraitance. L&rsquo;auxiliaire de pu&eacute;riculture travaille au sein d&rsquo;une &eacute;quipe pluridisciplinaire intervenant dans les services de soins ou r&eacute;seaux de soins des structures sanitaires, m&eacute;dico-sociales ou sociales notamment dans le cadre d&rsquo;hospitalisation ou d&rsquo;h&eacute;bergement continus ou discontinus en structure ou &agrave; domicile, ou dans le cadre de structure de pr&eacute;vention et d&eacute;pistage.</p>",checked,face to face,11,Month,"Etre âgé(e) de 17 ans au moins à la date d'entrée en formation, Maîtrise de la langue française écrit et oral (Niveau B2), Fournir à la date de la rentrée, un certificat médical d'aptitude physique et psychologique",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,Champs-sur-Marne,0
Auxiliaire de puériculture - Diplôme d'Etat en alternance (DEAP),"<p>L&rsquo;auxiliaire de pu&eacute;riculture r&eacute;alise des activit&eacute;s d&rsquo;&eacute;veil et des soins adapt&eacute;s &agrave; l&rsquo;&eacute;volution de l&rsquo;&eacute;tat clinique visant au bien-&ecirc;tre, &agrave; l&rsquo;autonomie et au d&eacute;veloppement de l&rsquo;enfant. Son r&ocirc;le s&rsquo;inscrit dans une approche globale de l&rsquo;enfant et prend en compte la dimension relationnelle des soins ainsi que la communication avec la famille dans le cadre du soutien &agrave; la parentalit&eacute;, les autres professionnels, les apprenants et les aidants.&nbsp;</p>
<p>L&rsquo;auxiliaire de pu&eacute;riculture participe &agrave; l&rsquo;accueil et &agrave; l&rsquo;int&eacute;gration sociale d&rsquo;enfants porteurs de handicap, atteints de pathologies chroniques ou en situation de risque d&rsquo;exclusion ou de maltraitance. L&rsquo;auxiliaire de pu&eacute;riculture travaille au sein d&rsquo;une &eacute;quipe pluridisciplinaire intervenant dans les services de soins ou r&eacute;seaux de soins des structures sanitaires, m&eacute;dico-sociales ou sociales notamment dans le cadre d&rsquo;hospitalisation ou d&rsquo;h&eacute;bergement continus ou discontinus en structure ou &agrave; domicile, ou dans le cadre de structure de pr&eacute;vention et d&eacute;pistage.</p>",checked,face to face,18,Month,"Etre âgé(e) de 17 ans au moins à la date d'entrée en formation, Maîtrise de la langue française écrit et oral (Niveau B2), Fournir à la date de la rentrée, un certificat médical d'aptitude physique et psychologique",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,"Champs-sur-Marne, Marseille",0
